date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:06	3095/3095	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Apr%202021%2001:13:05%20GMT	https://www.docplanner.com/images/germany-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/germany-rounded.png	(from https://www.docplanner.com/career)
15:13:07	3095/3095	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Apr%202021%2001:13:06%20GMT	https://www.docplanner.com/images/united%20states-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/united%20states-rounded.png	(from https://www.docplanner.com/career)
15:13:08	3095/3095	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Apr%202021%2001:13:07%20GMT	https://www.docplanner.com/images/-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/-rounded.png	(from https://www.docplanner.com/career)
15:13:09	1531/1531	---M--	200	added ('OK')	image/png	etag:%226066b377-5fb%22	https://www.docplanner.com/images/italy-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/italy-rounded.png	(from https://www.docplanner.com/career)
15:13:10	1906/1906	---M--	200	added ('OK')	image/png	etag:%226066b377-772%22	https://www.docplanner.com/images/spain-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/spain-rounded.png	(from https://www.docplanner.com/career)
15:13:11	1234/1234	---M--	200	added ('OK')	image/png	etag:%226066b377-4d2%22	https://www.docplanner.com/images/mexico-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/mexico-rounded.png	(from https://www.docplanner.com/career)
15:13:12	1546/1546	---M--	200	added ('OK')	image/png	etag:%226066b377-60a%22	https://www.docplanner.com/images/turkey-rounded.png	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/turkey-rounded.png	(from https://www.docplanner.com/career)
15:13:15	5895/5895	---MCZ	200	added ('OK')	text/css	etag:W/%226066f29e-1707%22	https://www.docplanner.com/static/css/department.css	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/static/css/department.css	(from https://www.docplanner.com/department?dep=marketing)
15:13:15	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Apr%202021%2001:13:14%20GMT	http://www.docplanner.com/images/testimonial-1.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/testimonial-1.45.delayed	(from https://www.docplanner.com/department?dep=marketing)
15:13:17	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Apr%202021%2001:13:16%20GMT	http://www.docplanner.com/images/testimonial-2.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/testimonial-2.jpg	(from https://www.docplanner.com/department?dep=marketing)
15:13:17	73214/73214	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-11dfe%22	https://www.docplanner.com/images/testimonial-1.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/testimonial-1.jpg	(from https://www.docplanner.com/department?dep=marketing)
15:13:21	48460/48460	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-bd4c%22	https://www.docplanner.com/images/testimonial-2.jpg	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/images/testimonial-2.jpg	(from https://www.docplanner.com/department?dep=marketing)
15:13:22	1802/1802	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066f29e-70a%22	https://www.docplanner.com/static/js/department.js	C:/Users/nchar/OneDrive/Documents/brief/Docplaner(copie)/www.docplanner.com/static/js/department.js	(from https://www.docplanner.com/department?dep=marketing)
